"user_id","item_id"
17219776,128702084
28883723,260226898
25737649,17712290
128338662,311499944
32060788,71796857
19052485,343299064
103823974,37910916
138780010,401070714
132626507,34223154
122645273,346551228
132424760,69977335
60956726,341849097
5369231,394658338
56011760,98656648
135200142,283700887
135809553,188340393
13492065,280674759
5708087,249026377
58399743,217054155
121299887,336162847
42793246,125634399
134116374,293229160
134116374,167063158
62164715,257492055
17448412,374880559
120306985,75693482
17562880,89075900
17562880,392337274
17562880,389880109
27317801,68820487
62164715,133142898
19170635,300930741
58517586,314069950
50260039,275264557
122132057,303205878
12952941,316324532
110948224,202804844
28178051,249403460
12506484,287388185
138589540,170742994
56993964,305742819
34756237,131904115
21150501,327378015
111408175,298206428
62879735,384038335
138961180,98603220
135944085,288901291
13709817,299941043
137640381,205571401
27496280,86610821
50114359,283687321
60380684,237223630
53976869,43508009
41686678,385753960
134979525,338630082
112141018,33069267
50805790,127342263
122802170,156394710
54594113,165101425
6357161,372332367
49669986,259013587
116340014,298564848
63623282,244553557
132236660,381125638
42873856,25790243
35482754,307600160
122132057,288398671
114370733,388998815
11366706,233101284
110961790,276237060
135378246,154200932
31182685,73233753
50783368,374214353
106346810,258826379
27317801,310795574
3777256,31609311
48967362,68940123
18249259,80411699
4915814,343575787
447828,206016051
124700441,400640340
50114359,229347739
17562880,375360011
137758701,304333357
36198131,258349063
135809553,292173570
40528453,24106739
46312028,120428365
42793246,324456403
44182382,291503193
46312028,97529977
40528453,112501186
37100390,114936116
122630648,334485827
50142094,99521373
56818905,192196843
20612499,401410730
116340014,54198076
26412532,357375905
50783368,205542738
11594934,55807645
11594934,55559718
11594934,144053049
4209449,69692737
110128897,287227617
128008896,137318721
121883405,271705542
106346810,356374095
101823100,80784169
103582819,104794920
103459768,113311445
112658053,307542920
112658053,239896170
112658053,1061648
105805055,216704309
103582819,190639367
40528453,319719400
50260039,251443481
121883405,401061336
121883405,368485748
6264206,75310164
122645273,115296587
63623282,71364370
10820115,230857279
27317801,308393794
57269349,346412925
16195777,203279185
107264414,274520757
17562880,42957798
17562880,230261439
131856122,58774133
18594472,146230850
18594472,104202558
26926537,35161881
112658053,49276500
112658053,220520698
104597596,46031989
2854798,257727704
2854798,125518814
137758701,350064371
118509390,309984252
58517586,231003176
34792318,359916772
135200142,127213733
3285586,123026700
53091371,295303738
53091371,260475256
123839396,173802353
62263166,22181492
61432703,215191302
121883405,349199984
122132057,154516935
131856122,92695700
131856122,337528601
131856122,305340269
131856122,244288893
121883405,274749242
139777963,395568949
41944078,299178766
138210216,183333503
42793246,332975970
136592694,367289773
134116374,242125236
132626507,248015661
132626507,242949785
132626507,227984323
132626507,212379175
132626507,183562502
17562880,397385654
17562880,367985636
17562880,173137793
17562880,150001246
17465512,337991080
17171257,294328829
17171257,223441580
17171257,218880040
27317801,13653568
122645273,33222349
28883723,13504495
2171674,259819305
3285586,364060819
46770707,373589790
53457986,171877215
20657253,74031488
20231406,352931589
20231406,239791364
20231406,101153891
2854798,339607718
2854798,297886807
2854798,268766964
2854798,218415196
2854798,210553677
2854798,192885971
2854798,183548496
126674457,229937058
134116374,330667982
40528453,66985938
40528453,361357012
102506116,119439995
28557548,1696120
26037919,83998781
138709606,386751326
29235785,139744584
132541898,342241097
26926537,262414625
137507730,329887367
140318987,341161365
27496280,172658863
12952941,12307439
24472810,366516190
18594472,85202142
132626507,351696515
20170290,255284313
142191573,277149740
142159824,179625206
49235565,61973927
4915814,186653415
26412532,319618270
23730268,237583921
20612499,115992351
50142094,254127882
4968401,66804201
106778951,154455248
46729748,400840831
46729748,210012720
23730268,362544821
47688515,183873984
47688515,173265632
136286592,190177818
135567210,147681344
115761083,269477241
5708087,298172271
4498439,74977824
54594113,204461871
135894801,233678245
135567210,78957582
112619968,95867699
62693996,353217183
29684399,134632501
138961180,243088323
120306985,269081751
61432703,51734688
61432703,337098384
120305341,397652066
120305341,321551445
120305341,203040432
132626507,24376695
132626507,179516225
132626507,140610787
113512469,61064707
113512469,150429306
57679953,333028913
132626507,299440985
120305341,166385385
115761083,64989800
59556336,157378005
111413851,233216799
111413851,113752949
109579014,134427531
132626507,48267628
132626507,239537870
104550352,360143307
11366706,119234970
100422676,175957404
112141018,239817985
112141018,20997179
111382789,261554871
64509513,388477074
23730268,297853261
132755942,31238685
132755942,197488747
132626507,270899075
127919298,323349755
127919298,18189868
31182685,332581378
132755942,122057227
38026943,253800192
121923944,130660969
102784585,54928562
142191573,397670044
51318043,99705326
37020122,349757910
16476718,11672291
57380691,303002557
48362340,118448109
100422676,261916960
44110187,163037053
131395085,321599479
20501826,344294537
10876284,368359382
39329021,179222099
3353347,172025245
116523407,119930041
317091,233292622
135567210,28644360
135567210,198472080
136948968,140883116
115856090,250568332
29499215,58727293
106115495,125701061
128912448,388682706
21150501,283810029
20612499,172366937
20612499,157775980
20231406,286026539
136592694,305399617
134891106,269129977
134116374,310599523
134116374,297991778
134116374,174227711
132626507,57047804
132236660,151793480
137758701,222559857
