"user_id","item_id"
17219776,128702084
32060788,71796857
120306985,75693482
25737649,17712290
28883723,260226898
19052485,343299064
60956726,341849097
138780010,401070714
19170635,300930741
103823974,37910916
17448412,374880559
128338662,311499944
132626507,34223154
5708087,249026377
13709817,299941043
42793246,125634399
121299887,336162847
111408175,298206428
110948224,202804844
58399743,217054155
135200142,283700887
56011760,98656648
13492065,280674759
135809553,188340393
134116374,293229160
134116374,167063158
62164715,257492055
34756237,131904115
122645273,346551228
21150501,327378015
56993964,305742819
138589540,170742994
27317801,68820487
17562880,89075900
17562880,392337274
17562880,389880109
62164715,133142898
50260039,275264557
12506484,287388185
58517586,314069950
12952941,316324532
137640381,205571401
5369231,394658338
53976869,43508009
134979525,338630082
50114359,283687321
27496280,86610821
41686678,385753960
28178051,249403460
135944085,288901291
132236660,381125638
35482754,307600160
122132057,288398671
57679953,333028913
63623282,244553557
54594113,165101425
60380684,237223630
50805790,127342263
26037919,83998781
138961180,98603220
49669986,259013587
28557548,1696120
29235785,139744584
124700441,400640340
122802170,156394710
62879735,384038335
6357161,372332367
116340014,298564848
122630648,334485827
50114359,229347739
112141018,33069267
4915814,343575787
4209449,69692737
447828,206016051
123839396,173802353
53091371,295303738
53091371,260475256
18594472,85202142
50783368,374214353
122132057,303205878
116523407,360817002
110961790,276237060
56818905,192196843
114370733,388998815
11366706,233101284
121883405,271705542
132626507,299440985
101823100,80784169
27317801,310795574
106346810,258826379
112658053,307542920
112658053,239896170
112658053,1061648
135378246,154200932
50260039,251443481
137758701,304333357
17562880,375360011
42793246,324456403
46312028,120428365
135809553,292173570
121883405,401061336
121883405,368485748
115761083,64989800
42873856,25790243
135567210,147681344
44182382,291503193
138961180,243088323
122645273,115296587
136286592,190177818
132424760,69977335
115761083,269477241
135894801,233678245
135567210,78957582
103582819,190639367
132755942,31238685
132755942,197488747
63623282,71364370
36198131,258349063
3777256,31609311
142191573,397670044
6264206,75310164
58517586,231003176
31182685,73233753
132626507,351696515
112141018,239817985
112141018,20997179
122645273,33222349
11366706,119234970
27317801,308393794
17562880,42957798
17562880,230261439
137758701,350064371
16195777,203279185
121883405,274749242
120306985,269081751
135200142,127213733
2854798,257727704
2854798,125518814
131856122,58774133
132755942,122057227
116340014,54198076
26926537,35161881
111382789,261554871
18249259,80411699
127919298,323349755
127919298,18189868
23730268,297853261
121883405,349199984
40528453,112501186
3285586,123026700
34792318,359916772
109579014,134427531
100422676,175957404
20612499,401410730
26412532,357375905
37100390,114936116
48967362,68940123
110128897,287227617
128008896,137318721
46312028,97529977
120305341,166385385
11594934,55807645
11594934,55559718
11594934,144053049
10820115,230857279
64509513,388477074
50783368,205542738
106346810,356374095
50142094,99521373
57269349,346412925
138210216,183333503
138709606,386751326
134116374,242125236
132626507,248015661
132626507,242949785
132626507,227984323
132626507,212379175
132626507,183562502
131856122,92695700
131856122,337528601
131856122,305340269
131856122,244288893
42793246,332975970
23730268,362544821
104597596,46031989
62693996,353217183
3285586,364060819
41944078,299178766
136592694,367289773
103459768,113311445
139777963,395568949
122132057,154516935
62263166,22181492
140318987,341161365
103582819,104794920
2171674,259819305
28883723,13504495
2854798,339607718
2854798,297886807
2854798,268766964
2854798,218415196
2854798,210553677
2854798,192885971
2854798,183548496
120305341,397652066
120305341,321551445
120305341,203040432
17465512,337991080
17171257,294328829
17171257,223441580
17171257,218880040
17562880,397385654
17562880,367985636
17562880,173137793
17562880,150001246
26926537,262414625
112658053,49276500
112658053,220520698
27317801,13653568
20657253,74031488
20231406,352931589
20231406,239791364
20231406,101153891
61432703,215191302
126674457,229937058
23730268,237583921
31182685,332581378
142191573,277149740
142159824,179625206
107264414,274520757
134116374,330667982
137507730,329887367
132541898,342241097
40528453,66985938
40528453,361357012
46770707,373589790
20612499,115992351
20170290,255284313
49235565,61973927
4915814,186653415
24472810,366516190
105805055,216704309
26412532,319618270
106778951,154455248
46729748,400840831
46729748,210012720
27496280,172658863
47688515,183873984
47688515,173265632
4968401,66804201
53457986,171877215
50142094,254127882
12952941,12307439
59556336,157378005
38026943,253800192
40528453,24106739
61432703,51734688
61432703,337098384
54594113,204461871
5708087,298172271
113512469,61064707
113512469,150429306
112619968,95867699
132626507,24376695
132626507,179516225
132626507,140610787
57380691,303002557
104550352,360143307
111413851,233216799
111413851,113752949
102506116,119439995
40528453,319719400
30009492,196793876
121923944,130660969
64047083,142375514
102784585,54928562
132626507,270899075
114099881,333028913
100422676,261916960
40165705,117547812
13344675,195140715
18594472,146230850
18594472,104202558
10129914,249618450
18176035,105208301
132626507,297242296
132626507,286175221
132626507,104286227
4498439,74977824
56818905,382993678
138541432,144625473
114099881,342049652
116523407,119930041
121271681,248251873
1211491,136221535
6270956,274921888
56269254,56659837
122132057,291689553
4320107,28837902
42793246,330687918
59520279,209497906
62217770,23910063
12257382,185913169
12215373,380828034
122132057,317459368
46534133,130294616
46312028,191638063
46312028,150996707
50805790,70291150
49060518,309632381
5708087,200867098
111793402,194109891
50114359,183038900
49669986,102956996
128912448,388682706
40528453,58187981
132236660,151793480
137758701,222559857
3353347,172025245
21150501,283810029
20612499,172366937
20612499,157775980
20231406,286026539
18382879,129504086
17219776,195221265
141816551,265538909
137507730,358788976
134891106,269129977
134116374,310599523
134116374,297991778
134116374,174227711
45429617,180220588
136592694,305399617
132626507,57047804
127414902,205442734
13709817,56872257
37100390,399051184
37100390,337470852
35702135,264042045
34756237,187699550
29684399,134632501
106115495,125701061
127383669,197488747
108809234,278950351
11366706,314633261
33635794,68289678
317091,233292622
110933884,231402044
29201000,68872441
118509390,309984252
109016093,398105124
105315608,22480731
106960781,328874301
112141018,31193281
112141018,186834589
40387240,185353244
104876086,202040533
29499215,58727293
123839396,339797425
136948968,140883116
135567210,28644360
135567210,198472080
142014633,302419754
142014633,299363124
136286592,51472776
136286592,341533485
136286592,222767568
135567210,56262444
135378246,21875449
18959614,108852248
138560071,100530226
18488008,268865942
18488008,163689973
36193619,209034921
16476718,11672291
100184380,386120298
112141018,355399139
112141018,314670909
42096946,395074329
109538120,343495830
55693229,364443976
56269254,161850979
137490870,320821185
20501826,344294537
51318043,99705326
131395085,321599479
24360931,181797452
135792408,290999637
51813809,303205878
135378246,400701289
135378246,180200233
48362340,118448109
16476718,393141589
117199100,165999446
115856090,250568332
5369231,373402037
5369231,36641963
5369231,118143895
142014633,392406846
45069500,192219540
112631605,206607870
127916115,66944025
18594472,361190274
2046058,54960667
39329021,179222099
37020122,349757910
113010458,86463202
44110187,163037053
10876284,368359382
51813809,282618528
113445572,336693505
3320605,362277971
20501826,17641568
20462589,49483732
102784585,182065113
11026029,88964509
132626507,48267628
132626507,239537870
32079118,23362852
62969888,84141319
47998436,296004566
26037919,70506159
54041681,303623649
110946571,165101425
111124222,240980648
29499215,391850817
29499215,31110174
