"user_id","item_id"
107447408,328689347
104900356,108771067
104550352,83931547
104550352,61702175
104550352,256950106
104550352,167226076
100171465,282381791
43231261,380090625
121055447,335309109
135378246,335006730
135378246,228836179
135378246,154370452
102784585,347221497
136286592,205050604
13466895,254124174
33253837,234560496
102681517,112523398
50216353,384176131
110067667,46480880
62109026,340366882
140763800,303625840
62049839,367866845
110068303,367866845
138068742,71796857
122357858,123339153
40600684,368876718
58581573,50680124
58581573,389273938
58144554,328380799
116592686,250289765
125503796,77222397
54384458,394832673
104448961,303625840
57380691,174572889
56269254,297143588
5369231,145767417
5369231,136350746
53667812,107126884
55100099,304995751
55100099,211219945
55100099,103192816
55028609,242953799
5311010,294030373
53091371,264893244
5296388,252768505
52672178,71400019
60971945,176694156
52004090,42780733
105410696,272681993
105410696,204579689
51541987,139674520
51318043,108739410
51292486,9507779
51292486,387864924
51251512,225395128
118011108,344617252
64680981,201014813
64019348,10863890
63985097,46025639
63630212,370963500
63435524,93809460
62626655,344154607
48931647,202878865
48593295,122436527
50115850,302070036
49711251,178106757
48362340,119661254
48038844,295674032
48038844,178801158
47929271,84711749
117133655,212870297
112141018,81241783
111607423,361880004
110981959,161078271
110883802,349305917
110770489,219230515
124722776,20650412
128535231,14541756
116105825,335248111
114357452,225169927
114278486,13561180
114121814,200919299
113637206,353812729
113343977,283185832
113343977,128422157
107902802,327186410
130118906,56839560
130051406,50335517
109737327,157159424
109399568,306919627
115932482,215720005
115932482,184009281
115932482,146095221
115856090,280557061
115662860,306349083
12868299,374124398
110169262,254391303
110134411,182286973
123781961,273766678
128158908,98553346
