"user_id","item_id"
17219776,128702084
28883723,260226898
25737649,17712290
32060788,71796857
56011760,98656648
128338662,311499944
122645273,346551228
19052485,343299064
103823974,37910916
60956726,341849097
122132057,303205878
13709817,299941043
120306985,75693482
134116374,293229160
134116374,167063158
13492065,280674759
138780010,401070714
135809553,188340393
132424760,69977335
21150501,327378015
34756237,131904115
50260039,275264557
56993964,305742819
135200142,283700887
58399743,217054155
5708087,249026377
132626507,34223154
5369231,394658338
111408175,298206428
42793246,125634399
121299887,336162847
110948224,202804844
138589540,170742994
62164715,257492055
19170635,300930741
138961180,98603220
17562880,89075900
17562880,392337274
17562880,389880109
28178051,249403460
58517586,314069950
62164715,133142898
27317801,68820487
6357161,372332367
62879735,384038335
60380684,237223630
12506484,287388185
17448412,374880559
12952941,316324532
116340014,298564848
137640381,205571401
134979525,338630082
122802170,156394710
57679953,333028913
27496280,86610821
40528453,319719400
50114359,283687321
46312028,120428365
41686678,385753960
44182382,291503193
53976869,43508009
122630648,334485827
54594113,165101425
49669986,259013587
132626507,24376695
132626507,179516225
50805790,127342263
127919298,323349755
127919298,18189868
135944085,288901291
135378246,154200932
116523407,360817002
48967362,68940123
132236660,381125638
447828,206016051
112141018,33069267
4209449,69692737
11366706,233101284
114370733,388998815
56818905,192196843
115761083,64989800
18594472,85202142
110961790,276237060
112619968,95867699
35482754,307600160
53091371,295303738
53091371,260475256
18249259,80411699
109579014,134427531
132755942,122057227
106346810,258826379
4915814,343575787
11366706,119234970
28557548,1696120
4498439,74977824
50114359,229347739
29235785,139744584
63623282,244553557
122132057,288398671
31182685,73233753
138961180,243088323
26037919,83998781
29684399,134632501
18594472,146230850
18594472,104202558
120305341,166385385
50783368,374214353
132626507,140610787
121883405,271705542
27317801,310795574
42793246,324456403
17562880,375360011
40528453,24106739
112658053,307542920
112658053,239896170
112658053,1061648
135809553,292173570
116340014,54198076
137758701,304333357
123839396,173802353
124700441,400640340
20612499,401410730
40528453,112501186
106346810,356374095
132626507,351696515
132755942,31238685
132755942,197488747
103582819,190639367
121883405,349199984
46312028,97529977
115761083,269477241
121883405,401061336
121883405,368485748
122645273,115296587
11594934,55807645
11594934,55559718
11594934,144053049
138210216,183333503
103582819,104794920
103459768,113311445
106778951,154455248
37100390,114936116
135567210,147681344
26412532,357375905
50142094,99521373
50783368,205542738
139777963,395568949
3777256,31609311
110128897,287227617
36198131,258349063
10820115,230857279
137758701,350064371
136592694,367289773
136286592,190177818
122645273,33222349
107264414,274520757
121883405,274749242
131856122,92695700
131856122,337528601
131856122,305340269
131856122,244288893
134116374,242125236
2171674,259819305
132626507,248015661
132626507,242949785
132626507,227984323
132626507,212379175
132626507,183562502
131856122,58774133
128008896,137318721
112658053,49276500
112658053,220520698
62693996,353217183
17562880,397385654
17562880,367985636
17562880,173137793
17562880,150001246
17465512,337991080
20657253,74031488
17171257,294328829
17171257,223441580
17171257,218880040
104597596,46031989
135200142,127213733
105805055,216704309
20231406,352931589
20231406,239791364
20231406,101153891
138709606,386751326
16195777,203279185
120305341,397652066
120305341,321551445
120305341,203040432
3285586,364060819
42793246,332975970
41944078,299178766
61432703,215191302
27317801,13653568
17562880,42957798
17562880,230261439
46770707,373589790
50260039,251443481
132626507,270899075
57269349,346412925
63623282,71364370
28883723,13504495
2854798,339607718
2854798,297886807
2854798,268766964
2854798,218415196
2854798,210553677
2854798,192885971
2854798,183548496
62263166,22181492
27317801,308393794
53457986,171877215
140318987,341161365
135894801,233678245
135567210,78957582
42873856,25790243
3285586,123026700
34792318,359916772
2854798,257727704
2854798,125518814
58517586,231003176
118509390,309984252
120306985,269081751
26926537,35161881
26926537,262414625
23730268,237583921
23730268,362544821
6264206,75310164
132626507,299440985
142191573,397670044
101823100,80784169
23730268,297853261
64509513,388477074
126674457,229937058
137507730,329887367
142191573,277149740
142159824,179625206
46729748,400840831
46729748,210012720
122132057,154516935
40528453,66985938
40528453,361357012
20612499,115992351
20170290,255284313
27496280,172658863
61432703,51734688
61432703,337098384
47688515,183873984
47688515,173265632
49235565,61973927
4915814,186653415
50142094,254127882
59556336,157378005
134116374,330667982
26412532,319618270
132541898,342241097
24472810,366516190
4968401,66804201
5708087,298172271
100422676,175957404
31182685,332581378
54594113,204461871
113512469,61064707
113512469,150429306
12952941,12307439
111413851,233216799
111413851,113752949
102506116,119439995
112141018,239817985
112141018,20997179
40165705,117547812
111382789,261554871
104550352,360143307
18176035,105208301
64047083,142375514
138541432,144625473
132626507,48267628
132626507,239537870
114099881,342049652
38026943,253800192
113445572,336693505
51813809,303205878
40387240,185353244
102784585,54928562
13344675,195140715
100422676,261916960
106115495,125701061
36193619,209034921
137758701,222559857
137507730,358788976
56818905,382993678
127414902,205442734
12257382,185913169
12215373,380828034
122132057,317459368
3353347,172025245
56269254,56659837
121271681,248251873
1211491,136221535
13709817,56872257
136592694,305399617
45429617,180220588
128912448,388682706
134891106,269129977
21150501,283810029
20612499,172366937
20612499,157775980
20231406,286026539
141816551,265538909
