"user_id","item_id"
57460275,331212270
46539368,186369027
121262927,242850512
62217770,287444888
50805790,335439804
41085817,128247101
49669986,367180865
49444128,352882725
49444128,162618129
63623282,124405283
63503114,340570491
48790890,337484257
48790890,113663460
46729748,310695911
46729748,140000262
6264206,352084967
100397503,43249679
47688515,214365407
137507730,389805996
40528453,161696840
40528453,153924274
39880280,13482377
39654332,301499587
29235785,329657395
46312028,322584815
46312028,197291039
46312028,163580440
45629939,21474169
61432703,56593125
61432703,53382385
57269349,42730171
17307610,277237436
20758953,50228869
20758953,21836842
48362340,57434964
39654332,334302879
20612499,368068808
20612499,336941305
2048794,199187082
20231406,75125844
1591612,353656592
34125247,204680146
3353347,26160986
3353347,164842579
139834975,224610957
24186535,147274225
23730268,376685315
32840272,207449114
142191573,44007043
139274689,47904066
35687702,282734411
10820115,61669031
140342846,196425668
140342846,168295469
29614901,332632241
2961442,351334128
27831488,328371723
26748949,45974177
26412532,269767436
26412532,267394734
26412532,122134024
53961920,158824352
141816551,404043314
141816551,385376939
141816551,173175079
22726524,272369633
138796450,324707959
138589540,128429914
137507730,283482855
132236660,180933374
127414902,232132288
127414902,141412895
136297512,351257873
36422153,216744349
127204677,51835235
131856122,286020089
131856122,254220669
131856122,163456075
134891106,5912528
134891106,179345572
134669262,57175645
132541898,325772600
123779201,161591464
24472810,385785865
24472810,122835018
2437852,310589979
43205692,312526728
43205692,219386888
128902392,182642736
12215373,296640464
122132057,401112094
121575080,403327701
121055447,238662769
42096946,196516706
126674457,364061260
127204677,330989907
125690411,30964096
24050440,257985909
23688622,5336733
23579299,259139642
22259706,174667522
140342846,227918202
139834975,144779916
120456085,390646067
120305341,95926279
120305341,74438920
110128897,68150084
110128897,49022358
112896793,331368501
137758701,47350856
137758701,41688422
137758701,324415077
137507730,85930257
110961790,355426498
116523407,382112102
18959614,89867174
18959614,61535141
18959614,46655123
18959614,157456232
134998335,11372526
134327445,5155989
134327445,320949603
111413851,37241854
110329285,117094879
105805055,176782205
105315608,114765762
115594814,198274022
115537643,391425064
115537643,29517329
2231431,144172733
11366706,314994124
106103615,118947995
114494492,256616939
11436462,393177247
11436462,154454692
12215373,315296466
12215373,270548702
121575080,64739112
131771456,403813216
64749963,314041390
64422168,93336990
64422168,340366882
120305341,98445367
120305341,362441436
120305341,286385973
120305341,220359325
120278269,358202857
21624663,50595234
21624663,134514561
113579729,330674301
12215373,56913325
10820115,303788543
115537643,272990629
115537643,250430233
3444136,174635395
34125247,109779599
3353347,363470782
3353347,31878787
124900136,368870511
28708550,234841373
111409210,314868869
109092473,100284729
44359823,318549871
44359823,252590894
26748949,233897645
26748949,1399779
26412532,305683204
10820115,109447458
5360957,121278209
6264206,32555734
6264206,141516057
62622437,167766671
43484740,88769
119227071,357104534
101680957,52222250
101680957,224805315
46345739,402400063
45629939,275608907
45629939,184931760
42991288,380480240
62036600,319159328
61432703,355194157
61432703,222415521
61432703,221058293
61432703,181930245
60783275,31435287
60783275,192686794
60196916,64007538
57460275,232458547
128158908,128385083
62879735,196777447
52403660,39070974
51737018,292051611
50845861,398684530
50845861,320105129
50102935,243589938
49669986,246416491
49669986,108206610
46729748,121219488
3697045,122615441
54594113,40554502
54594113,343646760
54594113,139875811
141287867,94470453
140763800,195454427
127414902,92120508
120182815,366325607
55028609,71985415
20612499,277302872
20612499,212936741
2048794,349017358
2048794,252564781
19950899,62858944
18704425,371485218
18444517,177231251
17811184,22632829
16088923,132390134
142191573,3892822
141816551,27293772
141816551,184726470
141816551,183655241
141816551,142221910
141816551,123366046
140892989,346234000
140733671,133613056
139384858,59615665
5369231,304220562
42500665,302072960
105805055,96578548
105805055,354115553
24186535,315598734
23730268,64716217
23730268,369154105
23579299,3019336
23579299,190856333
23579299,148430748
2297257,11923201
137640381,79851594
137640381,372654548
137640381,199504142
137507730,404004432
137507730,153684026
137131725,206477057
100442521,169674678
132626507,11492957
135249894,39554131
132755942,249300986
132626507,291838996
132626507,291609445
132626507,233488112
132626507,231718096
132626507,219479376
132626507,20897866
132236660,348431895
131856122,71750778
131856122,131068480
138961180,300455857
109326356,18068814
24942526,179212218
126920490,308733158
126920490,137729000
28266836,71985415
3444136,167838111
34125247,54934698
34125247,353901488
34125247,25830628
34125247,170163700
34125247,168698202
32339254,135431343
30539523,3019336
12952941,197997766
104009491,346745416
122580224,182236093
122531057,384747763
12215373,7562314
121575080,217919888
31947121,8055128
35687702,25146338
35687702,175054968
35687702,152245186
35482754,399454553
54041681,156394710
136286592,382008047
129887427,97725387
26491468,389387348
26491468,360194418
26491468,22565309
26491468,198715997
53187338,171991681
100442521,85464552
105026093,276308875
105026093,211368631
1211491,349443097
120660040,85535350
120660040,323268562
120660040,319321148
120660040,290262300
120660040,270413545
120660040,256554395
120305341,99391402
