"user_id","item_id"
35687702,282734411
10820115,61669031
140342846,196425668
140342846,168295469
29614901,332632241
2961442,351334128
27831488,328371723
26748949,45974177
26412532,269767436
26412532,267394734
26412532,122134024
53961920,158824352
141816551,404043314
141816551,385376939
141816551,173175079
22726524,272369633
138796450,324707959
138589540,128429914
137507730,283482855
132236660,180933374
127414902,232132288
127414902,141412895
136297512,351257873
36422153,216744349
127204677,51835235
131856122,286020089
131856122,254220669
131856122,163456075
134891106,5912528
134891106,179345572
134669262,57175645
132541898,325772600
123779201,161591464
24472810,385785865
24472810,122835018
2437852,310589979
43205692,312526728
43205692,219386888
128902392,182642736
12215373,296640464
122132057,401112094
121575080,403327701
121055447,238662769
42096946,196516706
126674457,364061260
127204677,330989907
125690411,30964096
24050440,257985909
23688622,5336733
23579299,259139642
22259706,174667522
140342846,227918202
139834975,144779916
120456085,390646067
120305341,95926279
120305341,74438920
110128897,68150084
110128897,49022358
112896793,331368501
137758701,47350856
137758701,41688422
137758701,324415077
137507730,85930257
110961790,355426498
116523407,382112102
18959614,89867174
18959614,61535141
18959614,46655123
18959614,157456232
134998335,11372526
134327445,5155989
134327445,320949603
111413851,37241854
110329285,117094879
105805055,176782205
105315608,114765762
115594814,198274022
115537643,391425064
115537643,29517329
2231431,144172733
11366706,314994124
106103615,118947995
114494492,256616939
11436462,393177247
11436462,154454692
12215373,315296466
12215373,270548702
121575080,64739112
131771456,403813216
64749963,314041390
64422168,93336990
64422168,340366882
120305341,98445367
120305341,362441436
120305341,286385973
120305341,220359325
120278269,358202857
21624663,50595234
21624663,134514561
113579729,330674301
