"user_id","item_id"
100442521,127819102
4556144,239200348
55100099,4615129
55100099,111017441
52542581,272357531
52288145,136444548
23840266,15194176
24248230,385247334
15033334,44937462
49221063,39475027
136178874,178504330
64515237,349826940
34792318,366911878
44994029,363122968
6406511,167045476
65095287,85794087
54594113,134058902
23593444,125666923
4087217,196276413
34299988,293266990
34299988,108928445
55562369,310644770
32384032,319984203
54384458,116244095
54357473,244441705
105345851,105665844
16797616,292454294
16513333,156394710
530238,314500908
60958037,167074648
55100099,152432615
58057983,150007576
101187220,2323277
30591498,220401889
64642563,63078978
133160159,109536190
137714013,89242693
62901383,349309903
62901383,110427021
60882638,109529443
136459017,323349755
136440858,390181058
135756156,270325627
135429591,348537412
108019238,271297732
115669976,187864672
51318043,203508118
51318043,173300694
18488008,76475985
18488008,320919131
10238478,345791849
50475385,273874632
46839347,80727711
46681058,289058791
22726524,397053842
22409616,1582210
21792279,134212217
20501826,53738139
20501826,258622715
20208411,220914045
25618003,222700400
25484785,34466920
24891238,242990714
49706772,67567127
122920742,342454819
23380093,390634710
23213836,124977997
1749103,22724036
138271491,320226751
15535972,220590039
48038844,274258862
32911159,207164814
113210000,126219377
38026943,20061788
34299988,6480257
3408454,36348977
3408454,309906509
3408454,292928365
32384032,31422130
317091,28952773
30400284,243947878
15389083,177194300
25767094,382991417
15033334,74207546
3686296,390186117
302466,250092278
114278486,234811391
113637206,195598739
2636701,185178529
136286592,306785113
136286592,305687250
38511479,310796239
112518838,371150215
117707223,263586939
117199100,236264031
117152864,399396782
113343977,9452808
28046897,189066744
27460736,17220659
121658987,204317759
110981959,204537521
115554515,395018472
115554515,123191021
119495541,111891631
4365869,85034392
112647019,374045333
112141018,279854192
112141018,22983898
112141018,113663275
111913753,53750819
116282936,276868637
28557548,58266975
128222166,56069949
128148624,371898227
128148624,25375819
122763845,376905377
131918369,150144538
29235785,103346221
29120381,311149831
124166879,290364247
125484917,377925083
3553498,134776158
60882638,340658714
127211037,164666227
109733166,94259158
110067667,289330031
109128542,177802186
15225481,374214353
114099881,59009689
114099881,179307802
102784585,21000926
21792279,328995782
5683394,380529852
119877840,69583380
2353423,208600040
17562880,247864088
21792279,129645192
21397098,79535733
116244119,380522327
108019238,323970097
107143838,103703218
24870148,318463262
54250016,316070615
54250016,224850819
119035722,187220098
18986884,95037749
18986884,365815724
18986884,268104090
18986884,214253656
106159385,119196924
1211491,8214458
138271491,171121344
51001387,80214811
12215373,186533171
141089654,71796857
135803625,393996867
135597549,321201124
49221063,196613518
105070349,379126815
141571064,189606799
38026943,197734694
14848069,92091168
34299988,331739006
34299988,286854869
62053130,151900364
46409942,200553858
131975939,256553178
63004058,351684132
135567210,347878279
135567210,235129080
54357473,333569241
54041681,954972
5369231,75245446
103215328,126238643
51813809,50608981
51813809,353955446
51813809,254637907
51813809,118729930
50936650,99485837
50936650,64727856
50202820,325100443
50202820,273109658
50202820,270787747
50202820,212483275
50202820,118835036
135378246,218735110
58891608,140849766
59356413,111995493
117753018,203851622
54041681,380792122
54041681,318998535
54041681,303563756
54041681,295067912
54041681,241195323
54041681,154726
54007481,372291094
54007481,335779222
5369231,81192500
53504429,238589408
53314277,167174269
65033052,324196813
51813809,110749170
63004058,19155415
49667649,233330053
49667649,204929678
108180365,81060377
108175886,158504184
5525891,3920363
55100099,2837657
55100099,275437573
133149785,404069804
101725552,116746858
107264414,118870991
42096946,70772681
42096946,35171962
42096946,257632907
42096946,225463772
108708731,172762523
105497231,52478043
105497231,21786689
105497231,186699026
113445572,303625840
124675478,331422928
124675478,203541901
118144704,273577129
118144704,242795926
118144704,143485917
102523843,160276615
43231261,262043769
43205692,43930424
43205692,311213714
43205692,239345359
43205692,210060973
43205692,150107000
106751135,72017919
105805055,247346527
105693791,129484036
114099881,208364195
3408454,22565309
2636701,202125271
26352376,37672618
41558392,58422127
41558392,198484425
13165215,280602982
135723243,378030979
135567210,172837055
135567210,109460438
135235563,404087630
135235563,164646814
135235563,10978483
113210000,194924492
113010458,128538534
12215373,293285572
12215373,270771460
122132057,350156472
117086129,255032457
116264420,356820664
35335282,71299360
35335282,62477251
35335282,202020525
35335282,163961798
35335282,128936840
35335282,101126836
35323402,66277095
35323402,219879600
110581771,68948736
110083351,47645955
42096946,5577451
42096946,400072608
42096946,386923481
42096946,314115577
42096946,129509881
38273183,96266919
38026943,48975241
1211491,373724122
120660040,213088527
119387424,94117182
22716240,392815586
22545810,356601285
115034996,149770052
113190941,102360256
112658053,371299184
112600231,287493151
111413851,371154336
111070759,48923717
110948224,272132708
110948224,193013792
110948224,135602311
139060891,207152485
18176035,47092763
4498439,344667993
126111855,92961285
125779277,279571593
124722776,7688632
124722776,324435563
124700441,237424067
124676570,347023376
140020931,154687874
138560071,197224114
138487774,282632922
44691722,31258704
12952941,323238048
128912448,386299227
128702811,339312889
128369466,254407412
133629062,146222424
133057124,171176667
132976955,82323513
132541898,318259449
132541898,159994015
132506225,300559960
33253837,74662588
33253837,49149900
33253837,17782989
3320605,54004640
3320605,213322469
3313048,149387006
32679361,214874577
35520386,93706040
35520386,389218906
35520386,366127367
35520386,327479309
35520386,281214205
35520386,184803032
16407724,310028746
134979525,59656289
134979525,316347872
134250801,76791464
136592694,274662248
136178874,185592461
135919551,263134061
131978114,23324237
130937426,121815725
130335188,17549697
119412768,171931923
120430102,19628302
21478743,296751981
132236660,343430846
30591498,275744491
30354420,335205653
302466,390841005
136286592,396351064
136286592,282093572
135854331,105026734
20678115,156126811
20612499,16121018
1960825,257354420
19402409,4312900
19181270,186603489
19097410,34114502
19006633,183828826
186960,307180670
18500740,196889854
18496468,344214994
17562880,179176636
17447548,382071536
16974739,362350479
1694224,298350544
15910300,312853696
15430282,192912692
1422904,312440176
138604543,377625244
12350817,208604907
123791447,25289878
15362806,86071912
40387240,351069490
53034371,62563445
53034371,364405299
53034371,335282039
53034371,216097123
123154961,5090147
123154961,294264177
18176035,308105379
26037919,155302538
25770604,344349772
25460341,398035131
25286173,330209848
22726524,237397087
22380591,396698613
21908559,316957378
3320605,205443169
58334364,203586169
57186411,347170829
56708793,58986312
56596275,44955744
47456582,362300787
47456582,200846580
48362340,286860949
48195330,215402213
317091,326108663
317091,256677806
31182685,134493168
39329021,83228924
39329021,307405904
39329021,211482582
39329021,206358562
39329021,192550294
39066596,36266314
39066596,311377654
136662507,99595384
136662507,273502666
136662507,175200425
52542581,35964969
21060159,185485928
2088409,132669691
2088409,10831936
20056050,230957234
19371422,73230566
114278486,385639722
114278486,105509640
137393502,230638900
137334222,80586034
137334222,385553729
137334222,194592126
16407724,135510249
26633944,362840356
26633944,101223894
141287867,296607838
141227570,250152365
50320480,245401606
50216353,185724893
50114359,8770847
49537083,327787266
138560071,278987269
28047761,186136914
27624578,126666470
27317801,389851206
27182335,289067572
59683491,34686457
59252367,73335740
51859808,193699709
5129789,143994884
49099929,240712494
49060518,228097540
48790890,45570311
29194001,351601141
5360957,170163070
45978971,181668017
45263381,350471376
38268647,121815725
116159885,384236071
116159885,355231933
116159885,185711508
115852613,358192277
115852613,163949624
115669976,304554880
118062213,95269491
118062213,303205878
118062213,238678221
15389083,300703107
28865588,102400142
28721261,307137423
26412532,209224060
113010458,316340692
113010458,101433474
11293311,352268671
28785719,122534291
28204430,249690939
22926481,43631368
11770470,378505512
36901706,302608469
36901706,249403056
124956647,321594892
124956647,168437879
28477565,360674394
28477565,217357776
27951998,114159376
27201955,26423931
4813877,19569284
130205933,94874554
130205933,373899764
130205933,33579379
130205933,159573205
130205933,143509148
130205933,140584764
60064811,256573245
36193619,65192715
3577960,249118518
34775275,344061001
33394468,250281209
32340313,361775981
32339254,338263584
32339254,310789996
31204024,114721998
30718584,336607840
30718584,213701111
30601071,282034343
30601071,172650159
30550524,287475677
30550524,100113695
30411033,160977723
24870718,47575036
24472810,36435458
129446418,376150112
125461376,29659187
61721363,132662126
61710557,127412643
60367517,376771172
42873856,306413773
42757165,237908618
47621027,354416776
