"user_id","item_id"
136440858,390181058
135756156,270325627
135429591,348537412
108019238,271297732
115669976,187864672
51318043,203508118
51318043,173300694
18488008,76475985
18488008,320919131
10238478,345791849
50475385,273874632
46839347,80727711
46681058,289058791
22726524,397053842
22409616,1582210
21792279,134212217
20501826,53738139
20501826,258622715
20208411,220914045
25618003,222700400
25484785,34466920
24891238,242990714
49706772,67567127
122920742,342454819
23380093,390634710
23213836,124977997
1749103,22724036
138271491,320226751
15535972,220590039
48038844,274258862
32911159,207164814
113210000,126219377
38026943,20061788
34299988,6480257
3408454,36348977
3408454,309906509
3408454,292928365
32384032,31422130
317091,28952773
30400284,243947878
15389083,177194300
25767094,382991417
15033334,74207546
3686296,390186117
302466,250092278
114278486,234811391
113637206,195598739
2636701,185178529
136286592,306785113
136286592,305687250
38511479,310796239
112518838,371150215
117707223,263586939
117199100,236264031
117152864,399396782
113343977,9452808
28046897,189066744
27460736,17220659
121658987,204317759
110981959,204537521
