"user_id","item_id"
25295611,177225197
19225913,140674164
18594472,71985415
18594472,378505512
18594472,166385385
18594472,136444548
18594472,134776158
129687162,118947995
112600231,295047996
40938430,71803102
130483946,140486558
130998815,305613858
16895050,261446603
16077718,366911878
15451714,157984068
15389083,2432119
26559433,42309031
102196810,74977824
131975939,314903844
131775845,273052482
131741669,111152415
26127121,68511449
116939540,295600442
35918897,79750204
135854331,249774140
141338357,133124112
141275816,311499944
13505790,88231585
34153552,380522327
33379249,359042506
33379249,292243173
33379249,239215586
32635471,92219883
32147905,71796857
3138433,98656648
30582420,187390205
30581727,383465545
137618175,292243173
137525448,88196283
137525448,342598663
39066596,98656648
138781654,178098472
58057983,333028913
58057983,121045554
133302065,367476242
112075708,289613769
112075708,186189718
54057266,142375514
53091371,178446166
51672425,80796732
51361111,109536190
48674940,125666923
4818104,305613858
108308639,307792517
35632607,238589408
37922378,42309031
123384614,79962062
40802089,71985415
40802089,39051316
40387240,366911878
22177044,291109978
56387085,199289697
56248107,249082793
43205692,157984068
42593152,397670044
42339925,142375514
60783275,342353139
46555223,374890725
1012927,368173674
121956629,368603460
117689099,30561751
138142455,105857507
61967684,388933229
56174019,371475773
40387240,8468915
25337005,257955347
132541898,286418271
50142094,69597321
57644532,38425073
25337005,86839801
25337005,62970440
25337005,400488900
25337005,385422607
25337005,37573066
25337005,293012984
25337005,239548487
25337005,238673856
25337005,202052064
25337005,194972083
25337005,188823247
25337005,186574281
25337005,129756638
25337005,126313845
25337005,120660642
20231406,287787007
100397503,379091261
62798888,33168111
137534145,20496844
48790890,268488417
4860935,101081429
