"user_id","item_id"
56269254,56659837
121271681,248251873
1211491,136221535
13709817,56872257
136592694,305399617
45429617,180220588
128912448,388682706
134891106,269129977
21150501,283810029
20612499,172366937
20612499,157775980
20231406,286026539
141816551,265538909
17219776,195221265
4320107,28837902
42793246,330687918
134116374,310599523
134116374,297991778
134116374,174227711
57380691,303002557
132626507,57047804
132236660,151793480
46534133,130294616
46312028,191638063
46312028,150996707
18382879,129504086
40528453,58187981
37100390,399051184
37100390,337470852
35702135,264042045
34756237,187699550
16476718,11672291
6270956,274921888
49060518,309632381
50805790,70291150
50114359,183038900
49669986,102956996
11366706,314633261
62217770,23910063
5708087,200867098
20501826,344294537
59520279,209497906
128441868,276316706
128441868,123705616
10129914,249618450
110946571,165101425
30009492,196793876
108809234,278950351
110933884,231402044
106960781,328874301
37020122,349757910
131395085,321599479
51318043,99705326
135567210,28644360
135567210,198472080
136948968,140883116
105315608,22480731
48362340,118448109
45069500,192219540
44110187,163037053
24360931,181797452
33635794,68289678
53187338,94223723
42096946,395074329
29499215,58727293
39329021,179222099
127383669,197488747
64422168,277566386
127916115,66944025
317091,233292622
116523407,119930041
128902392,169675009
112141018,355399139
112141018,314670909
112141018,31193281
112141018,186834589
114099881,333028913
122132057,291689553
115856090,250568332
112631605,206607870
113010458,86463202
142014633,302419754
142014633,299363124
118524951,159337725
121923944,130660969
10876284,368359382
117199100,165999446
104876086,202040533
110948224,79458119
132626507,297242296
132626507,286175221
132626507,104286227
136286592,51472776
136286592,341533485
136286592,222767568
138560071,100530226
135378246,21875449
56269254,161850979
55693229,364443976
5369231,373402037
5369231,36641963
5369231,118143895
135567210,56262444
109538120,343495830
123839396,339797425
11026029,88964509
18488008,268865942
18488008,163689973
18959614,108852248
51813809,282618528
37928819,144665944
18594472,361190274
16476718,393141589
54041681,303623649
36656480,63093626
36656480,31123422
20501826,17641568
20462589,49483732
142014633,392406846
3320605,362277971
32079118,23362852
109016093,398105124
26037919,70506159
29499215,391850817
29499215,31110174
29499215,233721639
137490870,320821185
135792408,290999637
135378246,400701289
135378246,180200233
135378246,379249019
103490614,79590796
142014633,928037
142014633,77003388
142014633,37683117
142014633,254836176
142014633,13781372
64019348,242959465
29201000,68872441
118733970,134877587
124956647,307830817
120182815,270325627
122357858,242725915
121923944,381679323
121658987,240657308
18594472,80586034
18488008,382134731
124675478,374557660
135567210,369396275
135567210,216916207
136286592,356686046
136286592,115214235
39329021,328376598
111793402,194109891
138560071,276364549
30293799,252876827
135567210,198438891
20501826,238675841
25286173,160598516
2046058,54960667
49706772,22363485
35335282,184393096
140863667,360827124
45263381,370092715
15033334,297189143
142014633,227433318
106290839,76777261
106290839,231718096
137490870,38600045
34085107,294614743
107266523,73405614
33253837,311262304
3320605,215243753
29518607,1181345
29499215,77051146
100184380,386120298
43205692,396171430
43205692,187708707
132506225,332946844
43205692,19046121
105679988,109342854
51318043,383542773
25068286,294122948
42096946,35946273
42096946,120214329
47456582,105380642
51813809,972416
50936650,376180369
5027015,262178796
32339254,6571553
62969888,84141319
111124222,240980648
54357473,121822185
12546384,93988402
12546384,229343937
43484740,122728309
128148624,303864881
127916115,117586208
54860714,104492596
42966754,181427662
